latitude,longitude,name,url,postcode,subactivity
53.74302,-0.80631,RP KERR & SON LIMITED,,DN14 7XH,Raising of poultry
53.68055,-0.32293,NICK BRADLEY BLOODSTOCK LIMITED,,DN19 7NN,"Raising of horses, equines"
54.27883,-0.41062,BURDASS LAMB LTD,,YO12 5ED,"Raising of sheep, goats"
53.85279,-1.76718,BATLEY HALL FARM RIDING CENTRE LIMITED,,BD17 5EJ,"Raising of horses, equines"
53.52856,-1.04274,CLARENCE COURT EGGS LIMITED,,DN3 3TU,Raising of poultry
54.11066,-1.15058,CR & J PIERCY LTD,,YO61 1LT,"Raising of swine, pigs"
54.61553,-1.34805,OASIS RESOURCES LIMITED,,TS21 3JJ,"Raising of sheep, goats"
54.22329,-0.55448,A.H. MUDD AGRICULTURAL SERVICES LIMITED,,YO13 9DJ,"Raising of sheep, goats"
53.5714,-0.0622,OAKLAND FARMS LIMITED,,DN32 7RG,Raising of poultry
54.00322,-0.95119,HELMSLEY HORSE RACING LTD.,,YO41 1JX,Raising of other animals
53.78386,-1.08742,CROSSHILLS PIGS LIMITED,,YO8 4RU,"Raising of swine, pigs"
54.04958,-0.78245,PORKWELL LIMITED,,YO17 9LW,"Raising of swine, pigs"
54.25119,-0.90416,J & E M GILL & SON LIMITED,,YO62 6NY,Raising of dairy cattle
53.54397,-1.03379,ARMTHORPE FALCONRY LIMITED,,DN3 3EA,Raising of other animals
53.72976,-1.84904,HOLLY TREE FARM LIMITED,,HX3 6AS,"Raising of sheep, goats"
54.36612,-1.39491,HALLIKELD LIMITED,,DL6 2UF,"Raising of swine, pigs"
54.14048,-0.76785,NORTON GROVE STUD LIMITED,,YO17 8EF,"Raising of horses, equines"
54.23295,-1.34061,ALLANSON LIMITED,,YO7 1DA,"Raising of other cattle, buffaloes"
54.43691,-1.70165,D.H. WILLIS & SONS LIMITED,,DL10 5LN,"Raising of other cattle, buffaloes"
54.29156,-1.58834,MUSTERFIELD POULTRY GROWERS LTD,,DL8 1AU,Raising of poultry
53.79522,-0.79977,JOHN OLIVER (MOORS FARM) LIMITED,,DN14 7NB,"Raising of swine, pigs"
53.5598,-1.73241,C RHODES FARM LIMITED,,HD8 8YE,Raising of dairy cattle
53.90949,-0.85194,WOODLAND PIGS LIMITED,,YO42 4RU,"Raising of swine, pigs"
53.57025,-0.9726,RHUBARB AND MUSTARD NURSERY LTD,,DN7 6NX,"Raising of swine, pigs"
53.66325,-1.84689,LEWIS J. RILEY LIMITED,,HD3 3TQ,Raising of dairy cattle
54.46535,-1.69768,T.J FARMS LIMITED,,DL10 5PR,"Raising of swine, pigs"
53.70666,0.03354,C. DRESCHER LIMITED,,HU19 2RS,"Raising of swine, pigs"
53.64958,-1.05228,T J GREENWOOD LIMITED,,DN14 9BJ,"Raising of swine, pigs"
53.73744,-0.01072,K. FRESH LTD,,HU19 2BZ,Raising of poultry
54.19535,-0.45693,WILLERBY WOLD PIGGERIES LIMITED,,YO12 4SN,"Raising of swine, pigs"
54.02248,-0.44516,YORKWOLD PIGPRO LIMITED,,YO25 5UY,"Raising of swine, pigs"
53.64132,-1.03308,EGGS R US LTD,,DN14 9AN,Raising of poultry
54.46046,-1.70462,T.J FARMS LIMITED,,DL10 5NY,"Raising of swine, pigs"
53.90317,-1.70643,J.S.MORTON & SONS LIMITED,,LS21 3JP,Raising of dairy cattle
54.24425,-1.38336,WHIZOO LIMITED,,YO7 4DD,Raising of other animals
53.83288,-0.78005,LCS AGRICULTURE LIMITED,,YO43 4BH,Raising of poultry
53.75482,-0.67182,WALLINGFEN GAME FARM LIMITED,,HU15 1RD,Raising of other animals
53.7186,-0.01837,I. M. HODGSON & SON (PIG ENTERPRISES) LIMITED,,HU12 0NR,"Raising of swine, pigs"
53.70932,-1.49308,COLLEY FOLD TURKEYS LIMITED,,WF1 3EB,Raising of poultry
54.09168,-0.3976,BROACHDALE BIRDS LIMITED,,YO25 4EF,Raising of poultry
53.58952,-1.79632,TURNER FARMS LIMITED,,HD9 6RL,"Raising of other cattle, buffaloes"
53.53064,-0.86435,BEADLE BLOODSTOCK LIMITED,,DN9 1DZ,"Raising of horses, equines"
54.11984,-0.36035,HAIRSINE PIGS LIMITED,,YO25 3DP,"Raising of swine, pigs"
53.94237,-0.72448,WOT-A-HEN LIMITED,,YO42 1XG,Raising of poultry
54.27725,-0.4097,A.G. PENNOCK LIMITED,,YO11 1UB,"Raising of sheep, goats"
53.91856,-1.20129,H BARKER & SON LIMITED,,YO23 3PQ,Raising of poultry
54.19645,-1.43383,YORKSHIRE FARMHOUSE EGGS LIMITED,,YO7 4SQ,Raising of poultry
54.18971,-1.50696,ROBIN ELLERBECK (BLOODSTOCK) LIMITED,,HG4 5ER,"Raising of horses, equines"
54.29515,-1.76371,EASTFIELD GAME FARM LIMITED,,DL8 5PU,Raising of poultry
53.88862,-1.86556,LEWIS ROBERTSHAW (UPWOOD) LIMITED,,BD20 5RB,"Raising of sheep, goats"
53.85405,-1.63639,GMTMA LIMITED,,LS18 5HH,"Raising of horses, equines"
54.48138,-0.73711,G T NICHOLSON & SON LIMITED,,YO21 3SF,Raising of dairy cattle
53.75657,-0.21887,WESTDALE PARTNERS LIMITED,,HU12 8TL,Raising of poultry
54.4857,-1.83618,G. & M. WESTGARTH LIMITED,,DL11 7RA,"Raising of swine, pigs"
54.10333,-1.358,J.C. LISTER FARMS LIMITED,,YO51 9HJ,"Raising of swine, pigs"
53.99138,-1.53981,SPLENDIDSUCCESS LIMITED,,HG1 1LX,Raising of dairy cattle
54.02918,-0.82538,J HAGAR LIMITED,,YO17 9RW,Raising of other animals
54.13579,-1.10571,FARMHOUSE DIRECT LIMITED,,YO61 4RT,"Raising of other cattle, buffaloes"
53.93839,-0.9054,C & K WOOD (U.K.) LIMITED,,YO41 4EB,Raising of poultry
54.08414,-1.15708,FIR TREE FARM (YORKSHIRE) LIMITED,,YO61 1JA,Raising of poultry
53.82616,-1.87952,T. JOWETT & SONS (FARMERS) LIMITED,,BD15 0BN,"Raising of other cattle, buffaloes"
53.78494,-0.18412,GRANGE PIGS LIMITED,,HU11 4PT,"Raising of swine, pigs"
54.08486,-0.20088,J G EVISON LIMITED,,YO16 4LZ,"Raising of swine, pigs"
54.34589,-1.44753,BARTON ROSE HOLSTEINS,,DL6 2XQ,Raising of dairy cattle
53.72418,-1.86435,WINNING POST CONSULTANCY LIMITED,,HX1 5SP,"Raising of horses, equines"
54.25231,-0.47961,UK VENISON & DEER FARMING LTD,,YO13 9EW,Raising of other animals
53.86656,-0.34143,HN SINKLER & SON LIMITED,,HU17 9SR,Raising of dairy cattle
54.23655,-1.24638,NORTHFIELDS FARM LIMITED,,YO7 2QA,Raising of poultry
54.00752,-0.37554,LITTLE HAMAR FARM COMPANY,,YO25 8HB,Raising of poultry
54.24504,-0.77474,R R MACKLEY LIMITED,,YO18 7AW,"Raising of other cattle, buffaloes"
53.9227,-0.5241,SNOWDEN FARM SERVICES LIMITED,,YO25 9TF,"Raising of swine, pigs"
53.713,-1.73698,WINDY BANK DAIRY FARM LIMITED,,WF15 8EZ,Raising of dairy cattle
54.28306,-0.41885,ROSEDALE RESERVOIR FARM LTD,,YO12 7RT,"Raising of sheep, goats"
54.28346,-0.43189,SAINT DAVID PROPERTIES LIMITED,,YO12 6TB,"Raising of sheep, goats"
54.0622,-0.97286,MARCON GAMESTOCK LIMITED,,YO60 7PZ,Raising of other animals
54.07599,-1.99937,TOWN HEAD FARM PRODUCTS LIMITED,,BD23 5BL,Raising of dairy cattle
54.15119,-1.64962,VERITY LIMITED,,HG4 3NX,"Raising of other cattle, buffaloes"
53.98352,-1.24781,WHITE SYKE FARM LTD,,YO26 8JN,"Raising of swine, pigs"
54.07289,-1.75788,HESSELDEN BROS. LIMITED,,HG3 5JA,"Raising of other cattle, buffaloes"
53.97576,-0.49257,PORKWELL LIMITED,,YO25 9ED,"Raising of swine, pigs"
53.63117,-1.52727,WILLOW FARM PRODUCERS LIMITED,,WF4 3NG,"Raising of swine, pigs"
53.43167,-1.02189,TW + PT MOSS LTD.,,DN10 6TF,"Raising of other cattle, buffaloes"
53.72135,-1.93369,ESS JAY ARABIANS LIMITED,,HX2 6BZ,"Raising of horses, equines"
53.69559,-1.97331,SALERS CATTLE SOCIETY OF THE UK LIMITED,,HX6 3EZ,"Raising of other cattle, buffaloes"
54.56055,-1.31899,SHAEGER LIMITED,,TS18 3EA,"Raising of horses, equines"
54.41489,-1.62388,MILL POULTRY LIMITED,,DL10 6DA,Raising of poultry
54.16191,-0.46873,WALK FARM EGGS LIMITED,,YO12 4PQ,Raising of poultry
54.11185,-1.35833,SOWRAY LIVESTOCK LIMITED,,YO61 2RX,"Raising of swine, pigs"
53.89654,-0.81174,TA & PJ STEPHENSON LIMITED,,YO42 4JS,"Raising of swine, pigs"
54.24265,-0.76811,MINIATURE MEDITERRANEAN DONKEY ASSOCIATION,,YO18 7EU,"Raising of horses, equines"
54.03983,-1.65534,BROWN BANK (FARMERS) LIMITED,,HG3 3EX,"Raising of sheep, goats"
54.17756,-1.65824,R N VERITY LIMITED,,HG4 3DP,Raising of dairy cattle
53.52589,-0.82191,MARTIN FLETCHER (LIVESTOCK) LTD,,DN9 1EP,"Raising of other cattle, buffaloes"
53.7606,-1.21422,CATNAPS FARM LIMITED,www.catnaps'online.co.uk,LS25 5EJ,"Raising of sheep, goats"
53.87119,-1.44363,HERITAGE BLOODSTOCK LIMITED,,LS14 3AR,Raising of other animals
53.49341,-0.62492,NJA FARMS LIMITED,,DN21 3HZ,Raising of other animals
54.2407,-1.00404,LOOSE BIRDS (HAROME) LTD.,,YO62 5HZ,Raising of poultry
53.64873,-1.37933,LONGLEY LABRADORS LTD,,WF4 1QX,Raising of other animals
53.74237,-0.33283,EAST RIDING CHICKENS LIMITED,,HU1 1RS,Raising of poultry
53.77615,-0.33642,WOLD FARMS LIMITED,,HU7 0YW,"Raising of swine, pigs"
53.85187,-0.82216,R.G.KENDALL & SONS LIMITED,,YO42 4NA,Raising of poultry
54.08376,-0.193,A & L BOYNTON LIMITED,,YO15 2AE,"Raising of swine, pigs"
53.99151,-0.56598,WOLD BEEF SOLUTIONS LIMITED,,YO25 9JZ,"Raising of other cattle, buffaloes"
53.91415,-0.9601,R.M. BRABBS LIMITED,,YO41 4AZ,"Raising of other cattle, buffaloes"
53.84117,-0.4319,EASTFIELD FARM RESIDENTIAL HOME LIMITED,,HU17 8EU,"Raising of other cattle, buffaloes"
53.88417,-0.42185,ARRAM GRANGE PIGS LIMITED,,HU17 7NR,Raising of poultry
54.46248,-1.75771,MIDDLE CAVES LTD,,DL10 5LB,"Raising of swine, pigs"
54.27725,-0.4097,RJ & R MARLEY LIMITED,,YO11 1UB,"Raising of horses, equines"
53.68912,-0.79336,MIDLAND PIG PRODUCERS LIMITED,,DN14 8HF,"Raising of swine, pigs"
53.54686,-1.84595,J M & V J HOWARD LIMITED,,HD9 2QF,"Raising of sheep, goats"
54.08414,-1.15708,C R & C L DONALDSON LTD,,YO61 1JA,"Raising of other cattle, buffaloes"
53.46397,-0.60983,LARKRISE FARM ENTERPRISES LIMITED,,DN21 4EN,"Raising of swine, pigs"
53.63401,-1.88169,H. GARSIDE & SON (FARMERS) LIMITED,,HD7 5UT,"Raising of other cattle, buffaloes"
53.70516,-1.82085,ASHDAY HALL FARM LIMITED,,HX3 9TR,"Raising of other cattle, buffaloes"
53.94237,-0.72448,WARRENDALE FARMS LIMITED,,YO42 1XG,Raising of other animals
54.24504,-0.77474,D W MARLEY LIMITED,,YO18 7AW,"Raising of sheep, goats"
53.77037,-1.49796,ACE BLOODSTOCK LIMITED,,LS10 1RT,"Raising of horses, equines"
53.8527,-1.64332,WHITE ROSE EGGS LIMITED,,LS18 5SL,Raising of poultry
53.94123,-0.46273,PRIOR'S PRODUCE LIMITED,,YO25 9AP,"Raising of swine, pigs"
53.88745,-1.25583,B.BUCKINGHAM AND SONS LIMITED,,LS24 8AF,"Raising of other cattle, buffaloes"
54.22465,-1.11419,COURT HOUSE FARMS LIMITED,,YO62 5EJ,"Raising of swine, pigs"
53.69717,-1.68906,F.R. NAYLOR (NORRISTHORPE) LIMITED,,WF15 7AJ,Raising of other animals
53.83316,-1.68035,GAWTHORP BROS. LIMITED,,LS28 5QN,Raising of dairy cattle
54.3569,-1.63745,MONIVEA BLOODSTOCK LIMITED,,DL10 7QE,"Raising of horses, equines"
54.14305,-1.10399,WATSONS OF BRANDSBY LIMITED,,YO61 4RP,Raising of dairy cattle
53.99551,-0.20899,C N WARKUP & SONS (PIGS) LIMITED,,YO25 8TU,"Raising of swine, pigs"
54.04139,-0.37807,RUSTON EGGS LIMITED,,YO25 4DG,Raising of poultry
53.87494,-1.90043,ROUGHAM FARM LIMITED,,BD21 3ND,"Raising of swine, pigs"
54.1154,-0.39271,BOARCROSS LIMITED,,YO25 3DS,Raising of poultry
53.61299,-0.42847,ELSHAM LINC LIMITED,www.rj&aegodfrey,DN20 0NU,"Raising of swine, pigs"
53.74033,-1.8199,LAURA BRENNAN EQUESTRIAN CENTRE LTD,,HX3 7TL,"Raising of horses, equines"
54.1154,-0.39271,CROOKED DALE EGGS LIMITED,,YO25 3DS,Raising of poultry
53.6367,-1.83504,ALDRIDGE FARMS LTD,,HD4 5TA,Raising of dairy cattle
54.46628,-0.79212,J.H. HUTCHINSON & SON LIMITED,,YO21 2AA,Raising of dairy cattle
54.08376,-0.193,MANOR FARM BEEF LIMITED,,YO15 2AE,"Raising of other cattle, buffaloes"
53.91779,-0.75533,MARTINDALE POULTRY CO. LTD,,YO42 1UL,Raising of poultry
53.79791,-0.05905,B & K UNIVERSAL LIMITED,,HU11 4QE,Raising of other animals
53.90387,-1.08852,NABURN MOOR LIMITED,,YO19 4PR,"Raising of sheep, goats"
53.83988,-0.40088,PURE PIG GENETICS LIMITED,,HU17 0LF,"Raising of swine, pigs"
54.4247,-1.46843,HOWIE PROPERTY LTD,,DL6 2HA,"Raising of other cattle, buffaloes"
54.03844,-0.24043,JAMES H. TENNANT LIMITED,,YO15 3QT,"Raising of horses, equines"
54.12211,-0.7919,CAMACHO RACING LIMITED,,YO17 9DU,"Raising of horses, equines"
53.65755,-1.85771,WHITAKERS TURF SUPPLIES LIMITED,,HD3 3TG,"Raising of other cattle, buffaloes"
53.95285,-1.18131,CHAMPION LIVESTOCK LIMITED,,YO23 3QA,Raising of dairy cattle
54.05548,-0.4112,POCKMOR LIMITED,,YO25 4SX,"Raising of swine, pigs"
53.83192,-1.78263,WESTWYNS RIDING SCHOOL LIMITED,,BD18 3DZ,"Raising of horses, equines"
54.28435,-1.63656,EMMA CHAPMAN TRAINING LTD,,DL8 1RR,"Raising of horses, equines"
53.76259,-0.1861,SOUTHFIELD PIGS LIMITED,,HU12 8SJ,"Raising of swine, pigs"
54.05366,-0.62554,LIGHTHOUSE COTTAGE QUALITY PRODUCE LTD,,YO25 3HD,Raising of poultry
54.5024,-1.21714,STEADYAWAY PIGS LIMITED,,TS8 0AD,"Raising of swine, pigs"
53.78494,-0.18412,BEADLE PRICE LIVESTOCK LIMITED,,HU11 4PT,"Raising of swine, pigs"
54.11433,-1.38309,J.C. LISTER FARMS LIMITED,,YO51 9DU,"Raising of swine, pigs"
53.75944,-1.44674,YORKSHIRE GAME FARM,,LS26 8PN,Raising of other animals
54.4366,-1.43785,GRANGE FARM EGGS LTD,,DL6 2HF,Raising of poultry
54.27883,-0.41062,J C WATSON AND SON LIMITED,,YO12 5ED,"Raising of sheep, goats"
53.96107,-1.00689,ELITE SIRES (GB) LIMITED,,YO19 5UF,"Raising of swine, pigs"
53.79902,-0.16494,KNAPTON FARMS LIMITED,,HU11 4ND,"Raising of swine, pigs"
53.86328,-0.4822,ANNE BEDFORD LIMITED,,HU17 7RA,"Raising of horses, equines"
53.66486,-0.32124,BUTTERSWOOD FARM LIMITED,,DN19 7NA,"Raising of sheep, goats"
53.61923,-1.06216,LEWIS J. RILEY LIMITED,,DN7 5TB,Raising of dairy cattle
53.92982,-0.77991,J & J FARM SERVICES LTD,,YO42 2QR,"Raising of other cattle, buffaloes"
53.72256,-0.52707,CHAFER FARMS LTD,,HU14 3RS,"Raising of swine, pigs"
53.98576,-1.69701,WYDRA FARMERS LIMITED,,HG3 1SY,"Raising of other cattle, buffaloes"
54.43069,-1.35923,DONALD PIG & POULTRY LTD,,DL6 2LU,"Raising of swine, pigs"
54.40168,-0.543,THOMAS FAWCETT & SON (TIMBER) LIMITED,,YO22 4UL,Raising of other animals
53.8021,-0.2534,FOXTON CONTRACTORS LIMITED,,HU11 4JX,"Raising of swine, pigs"
54.08625,-0.20052,CRESCENT GRANGE PIGS LIMITED,,YO16 4JB,"Raising of swine, pigs"
53.60005,-1.19818,NATURAWL MILK LIMITED,,DN6 9JT,Raising of dairy cattle
54.08189,-1.60056,MILES BAUL & SONS LIMITED,,HG3 3JZ,Raising of dairy cattle
54.50198,-1.74654,F V PIGS LIMITED,,DL11 7SJ,"Raising of swine, pigs"
53.71905,-0.4239,SWANBRIDGE BLOODSTOCK LIMITED,,HU13 0DZ,"Raising of horses, equines"
54.03506,-1.459,WEBSTER FARMING (FARNHAM) LIMITED,,HG5 9NB,Raising of poultry
53.66782,0.03512,ABBEY GARTH PIGS LIMITED,,HU12 0SD,"Raising of swine, pigs"
54.3875,-1.56714,BARKER CHICKENS LIMITED,,DL10 6AZ,Raising of poultry
54.02005,-0.39132,FRIDAYTHORPE PIG PRODUCERS LIMITED,,YO25 4JR,"Raising of swine, pigs"
54.52756,-1.56138,PROUDLEY FARMS LTD,,DL3 7BJ,"Raising of sheep, goats"
54.11479,-1.1812,GRANTS PRO-AGRI LIMITED,,YO61 3ET,"Raising of other cattle, buffaloes"
54.52518,-1.56186,ASHGILL RACING LIMITED,,DL3 7SD,"Raising of horses, equines"
53.5254,-0.82055,MDP 2000 LIMITED,,DN9 1ET,"Raising of horses, equines"
53.71905,-0.4239,R G CALEY LIMITED,,HU13 0DZ,"Raising of swine, pigs"
53.86865,-0.95062,PINFOLD FARM FRESH MEATS LIMITED,,YO19 6DA,"Raising of other cattle, buffaloes"
54.31594,-1.49929,MORTON GRANGE LIMITED,,DL7 9RQ,Raising of poultry
54.21557,-1.60048,J S ALTON & SON LIMITED,,HG4 5JT,"Raising of swine, pigs"
54.13551,-0.79712,WOOD FARM (HATFIELD) LIMITED,,YO17 7HT,"Raising of swine, pigs"
53.75389,-0.36262,HULL BEES LTD.,,HU5 3RL,Raising of other animals
53.75572,-1.95172,R J SCHOLEFIELD LTD,,HX2 7TR,"Raising of sheep, goats"
53.57502,-1.74412,M.P. & J. FIRTH LIMITED,,HD9 7DG,Raising of dairy cattle
54.00362,-0.43721,MAINLINE GROWERS LIMITED,,YO25 6PS,Raising of poultry
54.23673,-1.94975,J.C. LISTER FARMS LIMITED,,DL8 4TR,"Raising of swine, pigs"
53.84914,-0.86361,ELKANIMA LTD,,YO42 4PR,Raising of poultry
53.97709,-1.11058,DHI EVENT HORSES LTD,,YO30 5PA,"Raising of horses, equines"
53.83491,-1.79507,SEVENACRES LIVESTOCK LIMITED,,BD18 4JH,"Raising of other cattle, buffaloes"
54.27573,-1.85647,JEDD O'KEEFFE RACING LTD,,DL8 4TJ,"Raising of horses, equines"
54.21315,-1.55259,MICROWARE PIG SYSTEMS LIMITED,,DL8 2RQ,"Raising of swine, pigs"
53.75984,-0.67793,WALLINGFEN GAME FARM LIMITED,,HU15 1RF,Raising of other animals
53.74186,-1.59774,M G KLIMA & SON LIMITED,,LS27 9AL,"Raising of other cattle, buffaloes"
54.08486,-0.20088,COATES FARMING COMPANY LIMITED,,YO16 4LZ,"Raising of sheep, goats"
53.89088,-0.28535,FOSTER FARMS LIMITED,,HU17 5PR,"Raising of swine, pigs"
54.13215,-1.52526,DEARNEHEAD FARMS LIMITED,,HG4 1SN,"Raising of sheep, goats"
53.43167,-1.02189,HARDWICK HALL FARM LTD,,DN10 6TF,Raising of dairy cattle
53.77782,-1.61154,CR & G STEPHENSON LIMITED,,LS12 6JU,Raising of poultry
53.74839,-1.47972,PEDIGREE FALCONS LIMITED,,LS26 0QD,Raising of other animals
53.85406,-1.50297,FALCON'S LINE LIMITED,,LS17 8AW,"Raising of horses, equines"
54.56012,-1.45446,THE GOOD EGG FELLAS LIMITED,,DL2 1SU,Raising of poultry
54.00413,-0.43998,H.W. COLLEY & SON LIMITED,,YO25 6RA,Raising of dairy cattle
54.00362,-0.43721,NAFFERTON PARK FARM LTD,,YO25 6PS,"Raising of horses, equines"
